0,1,2,3,4
0.974266773958554,0.32396144085894807,0.25965510658182556,0.5763055438482846,0.9045128227622072
0.6032298987188043,0.7186041113793032,0.014203064818050004,0.8536229737876907,0.7813101386762396
0.09071826066706845,0.40290092788688514,0.6756935509360601,0.8016413002935672,0.45249301801328945
0.22088910770971792,0.30501431163891646,0.8701582114562475,0.747174361014672,0.5594102463236944
0.9414171397280927,0.8057731250705527,0.9615161003044052,0.7063718470197559,0.7645249474546034
0.7105464762725957,0.18407596870130116,0.5760170212163434,0.8416906789204925,0.9627091293916364
0.8108134439705401,0.004603465667565088,0.36835659633762396,0.21123346622902384,0.07667021761544979
0.5017159422755363,0.16804066703146192,0.8174073371961879,0.2720633585722839,0.9566683985471782
0.8252665133321215,0.06009366243467318,0.23822533297988457,0.7599899083279793,0.47447004531762926
0.24930582075141827,0.5569613671152761,0.45124487702057015,0.24134193535161208,0.5514625852916164
0.06478803056224947,0.6640940787250388,0.2533475880894772,0.05394071528426159,0.5251504310549394
0.06974696723412954,0.44818511001970973,0.3698409012932943,0.9220426005094894,0.9162067116065845
0.41798173699202157,0.8338200288328742,0.9609663593704966,0.12307365825417416,0.02377726214507192
0.8547461020020519,0.1359575091005608,0.9166242655827685,0.6162245394392539,0.6821738727151135
0.34335169597541493,0.07454305456997701,0.9439513522444019,0.9794486713161518,0.4422436261673445
0.6515303615678618,0.1969412287139335,0.7265102443548885,0.7115008923872108,0.8074504823556035
0.24130249348248944,0.9982601579517737,0.09653185757906302,0.18730259964916218,0.9710194101493659
0.9630663395325029,0.745839218755352,0.8445783216349206,0.06755636029857315,0.0049545257871884685
0.09882142718678355,0.4759110367113376,0.5264258431808637,0.07983671447264373,0.4734480035762395
0.2417667598409099,0.686062773667023,0.67493693022876,0.6056767318387318,0.7635813792497931
0.28228023581294515,0.7772942660547353,0.7056453038098621,0.9411712696365379,0.16779800500663988
0.964781198572265,0.8973456114930463,0.19693607418967274,0.5504774352215622,0.12386393666699469
0.3562650000567109,0.114272197122683,0.4529868544867556,0.7305202752318375,0.25909441355430374
0.9765308749343512,0.7780025750768436,0.13387373150616633,0.9597456011813807,0.6289594067269177
0.8938833190006034,0.3398158024843887,0.9712547998408062,0.5619210676803432,0.8243241325802437
0.809956717724332,0.38954009161996017,0.7035328364159555,0.024077206572179932,0.9984931736774686
0.8227094244190134,0.19072779684356556,0.7866796097675348,0.7781843337821485,0.93642520476615
0.5749392421609215,0.8478871161029835,0.9794544132863451,0.26657613696075877,0.36830012474724616
0.8171110140889793,0.8549620443469533,0.6287858693193777,0.5766056023987971,0.6853600640304871
0.4588633661416389,0.35870931599226696,0.5051293672647769,0.97357991899099,0.6805106716509899
0.7659138709796466,0.23825992262047113,0.2573143007678764,0.32578172928466775,0.7027623610878367
0.7354795666678903,0.6413702019724294,0.3054300987071841,0.775240938755291,0.41294356743427396
0.49109268178348553,0.3202420840582746,0.44410455426538265,0.88003344280771,0.9525591858754574
0.6340038175069493,0.3599943497110898,0.00123362499625157,0.6803679722109583,0.9302787463220181
0.6370542775538047,0.8960030378795201,0.440721869072908,0.3962596733386774,0.5341707802013849
0.4439343581598101,0.875239218306375,0.7165002860474753,0.3513687569484524,0.07151769010035225
0.5508949597265465,0.760138766575812,0.25682320601426323,0.15855785977161518,0.2615824790620458
0.5590358849529165,0.30577424267273323,0.544190460167254,0.9218776490310228,0.9668382911848817
0.01771697578684872,0.40038301620362315,0.43663126185190115,0.6872491372920969,0.7681269651587163
0.2858094667937494,0.831649237557875,0.07473229338395304,0.23325752995646443,0.0803970767633091
0.8978489829484706,0.6600585786645986,0.8644703236441876,0.8776626438581944,0.5341936946222634
0.9789677284151108,0.4367308291764541,0.6616394622098258,0.42464931193269007,0.473668449566494
0.6225372911688063,0.27362320484706626,0.1117587285349817,0.38840260959307393,0.8334678142841456
0.6624245651308692,0.15236230016946073,0.5235621557699307,0.15802731997896324,0.35206656564647965
0.2897523962683405,0.6288810132385942,0.004239532503896415,0.29426155101796614,0.4659316580930949
0.4336042613354608,0.32370508171168744,0.2813029356365644,0.34337917688186803,0.01075031322190112
0.4894440098863716,0.8753853810527576,0.026886989135116335,0.9188658471586062,0.877246142449717
0.15365805623390227,0.9939930179566348,0.8518431524464773,0.09804810707618383,0.1746932503239511
0.10503351500199987,0.36957216222349454,0.5758062960051553,0.13682608620975523,0.34991084459753174
0.6881841067650492,0.705776917157647,0.6973179789648289,0.5834162629511541,0.47146208472951023
0.00868127099736793,0.19601470071699267,0.3354311290025096,0.35095703773044395,0.2172491338070267
0.6828018934804425,0.2763195792854507,0.6595160825440357,0.06041231260422786,0.45029304407295623
0.6988898064663968,0.01780186810159945,0.595581287731315,0.8865601712017288,0.3546522891379784
0.04529131859159041,0.5163201692931764,0.632690794176449,0.9294992733423889,0.28184048058376854
0.9796014137647333,0.31260241635711505,0.4714793859286476,0.21663109308517914,0.9913097691552016
0.5641416927402865,0.5010587328944983,0.07767035638897912,0.4032136078706091,0.4462487396542306
0.6487369050789403,0.5099782592788902,0.568072573260272,0.6294158370000361,0.1064767830619614
0.8486669961356056,0.7709340438807735,0.9059132750606815,0.28207981538899174,0.06293401821832767
0.17912098736695892,0.5510702005316871,0.0033047824270592274,0.27363026460460527,0.8834294079741487
0.785301574799706,0.6294488166663941,0.29057492279764674,0.704609054537736,0.8800629002886691
0.04866684564030088,0.21885572401138154,0.07941387476559647,0.38806368933607926,0.6905500382802819
0.4672863461444412,0.5073044718432081,0.3610879456656553,0.0036374772302371072,0.7150874754458282
0.13789307851683075,0.5668268626025107,0.22111017682928014,0.5532332497835524,0.5684319469524748
0.4179724879356589,0.6875457484185042,0.1434462116242733,0.9532031040991243,0.32469670104759263
0.3839128913451645,0.7444111299379977,0.3692745488188942,0.0011503997397116494,0.32526232833676116
0.6047081403520442,0.5415976719229507,0.7987924253348231,0.14561488616638074,0.699114866360151
0.8156632437879326,0.12180348460034962,0.76624585389305,0.47696717091880414,0.32337407362458837
0.929836844423008,0.208963615821129,0.694389466670371,0.11952745132428089,0.4985055358782179
0.5237858240952548,0.06819611923203439,0.9391944030784506,0.5656010411439694,0.9874283893135263
0.3237677346860105,0.2483079338612545,0.450516961140621,0.4432144559199658,0.7094606169250209
0.9608585993611122,0.6680340380796922,0.9568255108161055,0.7917049478832434,0.8947152380486687
0.19552712770981218,0.4132907118696193,0.18108975890177725,0.5457548395446252,0.2837914867429221
0.8151751628057998,0.8812960302898085,0.11524443114843408,0.9673628903360788,0.10778859764908721
0.8262937641632905,0.5757942007015151,0.49408349189325407,0.7601883505740731,0.6787366475152417
